State,County,Year,number,percent,lower confidence limit,upper confidence limit,age-adjusted percent,age-adjusted lower confidence limit,age-adjusted upper confidence limit
North Carolina,Cabarrus County,2013,40064,30,26.1,34.4,29.8,25.8,34.3
North Carolina,Caldwell County,2013,20471,32.7,27.5,37.7,32.9,27.3,38.2
North Carolina,Camden County,2013,2324,31,24,38.7,30.6,23.4,38.7
North Carolina,Carteret County,2013,14045,25.8,21.3,30.6,25.7,20.9,30.9
North Carolina,Caswell County,2013,6596,36,29.1,43.2,35.8,28.6,43.6
North Carolina,Catawba County,2013,34003,29.5,25.5,33.5,29.3,25.2,33.6
North Carolina,Chatham County,2013,14014,27.1,22.4,31.8,27,22,32.4
North Carolina,Cherokee County,2013,6480,30,23.7,36.5,30.6,23.7,38.2
North Carolina,Chowan County,2013,3844,34.2,26.9,41.2,34.4,26.5,42
North Carolina,Clay County,2013,2439,28.7,22.2,36.2,29.2,21.8,38
North Carolina,Cleveland County,2013,22380,30.9,25.9,35.9,30.7,25.6,36.1
North Carolina,Columbus County,2013,13451,31.2,25.8,36.8,31,25.4,36.7
North Carolina,Craven County,2013,23556,30.1,25.6,35.1,30.3,25.7,35.5
North Carolina,Cumberland County,2013,75059,32.3,29.2,35,32.2,29.2,35
North Carolina,Currituck County,2013,5326,28.9,22.6,36,28.6,22,35.9
North Carolina,Dare County,2013,7508,27.4,21.8,33.3,27,21.1,33.1
North Carolina,Davidson County,2013,38547,31.4,27.4,35.6,31.2,27,35.5
North Carolina,Davie County,2013,9121,29.1,23.5,34.8,29,23,35.1
North Carolina,Duplin County,2013,13829,32,26.3,37.9,31.7,25.9,37.9
North Carolina,Durham County,2013,62676,29.2,26.4,31.7,29,26.3,31.6
North Carolina,Edgecombe County,2013,16760,40.8,34.9,46.9,40.7,34.5,47.2
North Carolina,Forsyth County,2013,82966,31.4,28.6,34.4,31.2,28.4,34.4
North Carolina,Franklin County,2013,14356,31.2,25.7,37.4,30.8,25.1,37.2
North Carolina,Gaston County,2013,51924,33.3,30,36.9,33.2,29.7,37
North Carolina,Gates County,2013,2990,33.9,26.6,41.4,33.4,25.8,41.6
North Carolina,Graham County,2013,1843,27.5,21.4,34.5,27.6,21,35.4
North Carolina,Granville County,2013,15793,35.8,30,41.9,35.5,29.4,41.7
North Carolina,Greene County,2013,5788,35.9,28.7,43.6,35.7,28.3,43.6
North Carolina,Guilford County,2013,114842,30.7,28,33.3,30.6,27.8,33.2
North Carolina,Halifax County,2013,15750,39,33.1,44.7,39.1,32.9,45.1
North Carolina,Harnett County,2013,28935,33.2,28.6,37.9,33.1,28.5,37.8
North Carolina,Haywood County,2013,14102,30,24.4,35.7,30.4,24.2,37
North Carolina,Henderson County,2013,23203,27.1,22.6,31.8,27.4,22.4,33
North Carolina,Hertford County,2013,6856,36.9,29.1,45,36.7,28.6,45.2
North Carolina,Hoke County,2013,12221,34.7,28.5,40.8,34.6,28.7,40.7
North Carolina,Hyde County,2013,1364,29.7,23.3,37.1,29.4,22.8,37.3
North Carolina,Iredell County,2013,35176,29.1,25,33.6,28.8,24.6,33.6
North Carolina,Jackson County,2013,9803,31.4,25.6,37.3,31.6,25.6,37.8
North Carolina,Johnston County,2013,44762,35.5,31,39.9,35.2,30.7,39.7
North Carolina,Jones County,2013,2716,33.9,26.9,41.6,33.8,26.2,42
North Carolina,Lee County,2013,12886,29.9,25,35.3,29.9,24.8,35.4
North Carolina,Lenoir County,2013,16295,37.2,31.7,42.5,37,31.3,42.6
North Carolina,Lincoln County,2013,16595,27.6,22.9,32.6,27.2,22.3,32.4
North Carolina,McDowell County,2013,10704,30.9,24.6,37.3,30.9,24.2,37.7
North Carolina,Macon County,2013,7328,27.4,22,33.6,27.7,21.7,34.6
North Carolina,Madison County,2013,4033,24.8,19.2,31.5,24.6,18.5,32.1
North Carolina,Martin County,2013,6939,38,32.1,44.7,38,31.5,45.5
North Carolina,Mecklenburg County,2013,172331,23.9,22,26,23.8,21.9,25.8
North Carolina,Mitchell County,2013,3566,29.2,22.7,36.7,29.5,22.5,37.5
North Carolina,Montgomery County,2013,6268,30.7,24.9,37.1,30.7,24.7,37.4
North Carolina,Moore County,2013,19243,27.4,23.2,32.1,27.7,23.1,32.8
North Carolina,Nash County,2013,22190,31.5,27,36.1,31.3,26.5,36
North Carolina,New Hanover County,2013,40995,24.9,22.2,27.8,24.8,22.1,27.7
North Carolina,Northampton County,2013,6277,38.5,31.7,45.4,38.7,31.5,46.3
North Carolina,Onslow County,2013,38992,29.7,25.2,34.2,30.2,25.9,34.5
North Carolina,Orange County,2013,23812,23.3,19.7,27,23,19.5,26.8
North Carolina,Pamlico County,2013,3317,31.5,24.8,38.7,31.7,24.3,39.7
North Carolina,Pasquotank County,2013,10509,35.4,29.1,42.3,35.3,28.8,42.5
North Carolina,Pender County,2013,12929,31.1,25.5,37.3,30.8,24.9,37.1
North Carolina,Perquimans County,2013,3447,32.6,26,39.6,33,26,41
North Carolina,Person County,2013,9698,32.7,26.8,39,32.5,26.3,39.1
North Carolina,Pitt County,2013,43742,34.3,29.6,39.3,34.2,29.5,39.1
North Carolina,Polk County,2013,4474,27.3,21.5,33.8,27.5,21,34.5
North Carolina,Randolph County,2013,33939,32.2,28.4,36.5,32.2,28.2,36.8
North Carolina,Richmond County,2013,12913,37.9,31.7,44.2,37.9,31.5,44.6
North Carolina,Robeson County,2013,37697,39.6,36.6,42.7,39.5,36.4,42.9
North Carolina,Rockingham County,2013,24932,35.4,30.6,40.3,35.3,30,40.6
North Carolina,Rowan County,2013,33724,32.7,28.3,36.9,32.7,28,37.3
North Carolina,Rutherford County,2013,14672,28.7,23.5,34.5,28.6,23,34.9
North Carolina,Sampson County,2013,17119,36.7,30.9,42.8,36.7,30.6,43.1
North Carolina,Scotland County,2013,9593,36.4,30.4,43.8,36.3,30,43.7
North Carolina,Stanly County,2013,13767,30,24.5,35.5,30,24.2,35.8
North Carolina,Stokes County,2013,12168,33.8,27.8,40,33.9,27.5,40.9
North Carolina,Surry County,2013,17019,30.9,25.4,36.6,31,25,37.2
North Carolina,Swain County,2013,3495,33.3,27.1,39.6,33.6,27.1,40.2
North Carolina,Transylvania County,2013,6449,24.3,19.2,30.1,24.7,19,31.2
North Carolina,Tyrrell County,2013,1012,30.8,24.1,38.1,30.8,23.8,38.5
North Carolina,Union County,2013,38348,26.5,23.4,29.8,26,23,29.5
North Carolina,Vance County,2013,12513,38.2,32.1,44,38.3,32,44.5
North Carolina,Wake County,2013,173469,24.8,22.7,26.7,24.5,22.5,26.4
North Carolina,Warren County,2013,6280,39.2,32.1,46.1,39.2,31.8,46.7
North Carolina,Washington County,2013,3177,32.8,25.4,40.4,32.6,24.8,40.6
North Carolina,Watauga County,2013,10675,26.4,20.8,32.5,26.5,20.9,32.6
North Carolina,Wayne County,2013,31411,34.4,29.7,39.3,34.3,29.4,39.2
North Carolina,Wilkes County,2013,14097,26.7,21.6,31.9,26.5,21.1,32.2
North Carolina,Wilson County,2013,22115,36.8,31.7,42,36.9,31.5,42.3
North Carolina,Yadkin County,2013,8916,31,25.4,37.1,31.1,25,37.5
North Carolina,Yancey County,2013,3725,27,21,33.6,27,20.6,34.3
North Dakota,Adams County,2013,600,31.9,27.5,36.4,31.5,26.8,36.2
North Dakota,Barnes County,2013,2946,34.7,30,39.5,34.6,29.3,39.6
North Dakota,Benson County,2013,1346,31,24.8,37.5,30.5,24.2,37.5
North Dakota,Billings County,2013,203,28.3,22.6,34.5,27.9,21.9,34.5
North Dakota,Bottineau County,2013,1585,31,25.8,36.1,30.9,25.3,36.6
North Dakota,Bowman County,2013,718,30.3,26.1,34.5,30.2,25.6,34.9
North Dakota,Burke County,2013,496,28.9,23.2,34.9,28.4,22.4,34.9
North Dakota,Burleigh County,2013,19203,29.1,26.9,31.2,28.8,26.6,31
North Dakota,Cass County,2013,35353,29.1,27.2,31.1,29.2,27.4,31.1
North Dakota,Cavalier County,2013,970,32.1,26.7,38.1,32.1,26,38.8
North Dakota,Dickey County,2013,1289,33.4,27.9,39.1,33.6,27.6,39.8
North Dakota,Divide County,2013,490,27.1,22.3,32,26.8,21.7,32.3
North Dakota,Dunn County,2013,1050,33.5,28.9,38,33.1,28.3,37.8
North Dakota,Eddy County,2013,574,31.5,25.2,38.3,31.3,24.5,38.9
North Dakota,Emmons County,2013,827,30.9,25.1,36.8,30.5,24.4,37.4
North Dakota,Foster County,2013,784,30.5,24.2,37.2,30.3,23.4,37.8
North Dakota,Golden Valley County,2013,430,32.1,27.2,37.2,31.8,26.5,37.6
North Dakota,Grand Forks County,2013,15516,30.1,27.3,33.2,30.3,27.5,33.3
North Dakota,Grant County,2013,628,33.3,27.6,39.5,33,26.6,40.6
North Dakota,Griggs County,2013,494,26.9,21.3,34,26.4,20,33.8
North Dakota,Hettinger County,2013,587,29.1,24.5,33.9,29.1,24,34.7
North Dakota,Kidder County,2013,562,30.1,24.3,36.9,29.6,23.4,37
North Dakota,LaMoure County,2013,1057,33.4,28,39.1,33.5,27.7,40.1
North Dakota,Logan County,2013,486,32.8,26.2,39.4,32.9,25.4,40.9
North Dakota,McHenry County,2013,1405,31.7,26,37.5,31.5,25.4,37.9
North Dakota,McIntosh County,2013,714,32.8,26.5,39.7,33.3,26.2,41.1
North Dakota,McKenzie County,2013,2125,32.8,29.3,36.1,32.3,28.9,35.6
North Dakota,McLean County,2013,2426,33.4,29.2,38.3,33.3,28.6,38.6
North Dakota,Mercer County,2013,2079,31.8,27.3,36.4,31.1,26.2,36.1
North Dakota,Morton County,2013,7194,33.3,29.9,37.1,33,29.4,37
North Dakota,Mountrail County,2013,2447,35.9,32.4,39.3,35.5,32,39
North Dakota,Nelson County,2013,776,31.7,25.8,38.1,31.4,24.7,38.9
North Dakota,Oliver County,2013,449,32.1,25,39.7,31.2,23.8,39.1
North Dakota,Pembina County,2013,1775,32.1,27.2,38,31.7,26.5,38.2
North Dakota,Pierce County,2013,1131,34,28.2,40.9,34.1,27.7,41.6
North Dakota,Ramsey County,2013,2869,33.2,28.5,37.9,33.2,28.2,38.2
North Dakota,Ransom County,2013,1359,33.1,27.3,39.5,33,26.7,39.9
North Dakota,Renville County,2013,623,31.6,25.6,38.2,31.5,25.2,38.5
North Dakota,Richland County,2013,3980,33.1,28.7,37.6,32.9,28.3,37.6
North Dakota,Rolette County,2013,3835,41.4,35.4,47,41,35,46.6
North Dakota,Sargent County,2013,1025,34.4,28.6,40.2,34.2,27.9,40.3
North Dakota,Sheridan County,2013,340,31.6,25.1,38.5,31.4,24,39.4
North Dakota,Sioux County,2013,894,33.7,26.3,42.2,33.3,26,41.6
North Dakota,Slope County,2013,154,26.9,21.1,33.3,25.9,19.9,32.5
North Dakota,Stark County,2013,6233,29.6,26.9,32.3,29.4,26.7,32.2
North Dakota,Steele County,2013,455,30.2,23.7,36.8,29.8,22.7,37.7
North Dakota,Stutsman County,2013,5326,33,28.8,37,32.8,28.3,36.9
North Dakota,Towner County,2013,538,30.1,23.9,36.5,29.8,22.9,37.1
North Dakota,Traill County,2013,2000,32.8,27,38.4,32.7,26.6,38.6
North Dakota,Walsh County,2013,2683,32.2,27.7,37.2,32.3,27.2,37.7
North Dakota,Ward County,2013,15414,30.8,28.2,33.4,30.9,28.4,33.5
North Dakota,Wells County,2013,1111,33.5,27.7,39.2,33.8,27.1,40.6
North Dakota,Williams County,2013,7582,35.3,32.6,38.1,35,32.3,37.7
Ohio,Adams County,2013,6414,31.1,25.3,37.8,30.6,24.4,37.6
Ohio,Allen County,2013,27398,35.4,31.4,39.5,35,30.9,39.3
Ohio,Ashland County,2013,10866,27.9,21.8,34.3,27.3,21.1,34.2
Ohio,Ashtabula County,2013,25090,33.5,28.2,38.9,33,27.7,38.8
Ohio,Athens County,2013,13596,28.3,24.3,32.8,28.5,24.6,33
Ohio,Auglaize County,2013,11642,34.7,29.8,39.6,34.3,29.2,39.6
Ohio,Belmont County,2013,18357,33.5,29.7,37.2,33.1,29.2,37.3
Ohio,Brown County,2013,11065,33.7,27.9,40.4,33.3,27.2,40.4
Ohio,Butler County,2013,87828,32.8,29.5,36,32.2,28.8,35.5
Ohio,Carroll County,2013,7468,34.7,28.6,41.1,34.3,27.7,41.1
Ohio,Champaign County,2013,10739,37,30.4,44.3,36.7,29.7,44.4
Ohio,Clark County,2013,32053,31.5,27.1,36,31.1,26.5,36
Ohio,Clermont County,2013,44443,30.3,26.4,34.3,29.7,25.7,33.8
Ohio,Clinton County,2013,10475,34.3,28.1,40.7,33.7,27.4,40.5
Ohio,Columbiana County,2013,26882,33,27.9,38,32.7,27.3,38.2
Ohio,Coshocton County,2013,9368,34.3,29.5,39.2,33.8,28.6,39
Ohio,Crawford County,2013,10319,32,26.6,37.6,31.3,25.4,37.4
Ohio,Cuyahoga County,2013,286577,30,28,31.9,29.4,27.3,31.3
Ohio,Darke County,2013,12417,32.3,26.2,38.9,31.8,25.4,38.7
Ohio,Defiance County,2013,9314,32.9,27.9,38.6,32.5,27.2,38.2
Ohio,Delaware County,2013,36268,28.1,24.9,31.6,27.5,24.1,30.9
Ohio,Erie County,2013,20609,35.4,30.8,40.4,34.9,29.9,40.3
Ohio,Fairfield County,2013,35323,32.6,28.4,37,32.1,27.7,36.6
Ohio,Fayette County,2013,7121,33.4,27.2,40.2,33,26.5,40.2
Ohio,Franklin County,2013,265118,29.7,27.9,31.6,29.6,27.8,31.4
Ohio,Fulton County,2013,11369,36.7,31.6,42,36.4,31.2,41.8
Ohio,Gallia County,2013,7331,32.3,27.4,37.4,32,26.9,37.5
Ohio,Geauga County,2013,18488,27,21.7,32.6,25.8,20.2,31.8
Ohio,Greene County,2013,38373,31.3,26.9,35.8,30.8,26.3,35.5
Ohio,Guernsey County,2013,10794,36.4,31.4,41.6,36,30.5,41.5
Ohio,Hamilton County,2013,173510,29.2,27.2,31.5,28.7,26.6,31.2
Ohio,Hancock County,2013,17680,31.4,27,36.2,30.9,26.5,35.8
Ohio,Hardin County,2013,8054,35.2,29,41.4,35.1,28.6,41.5
Ohio,Harrison County,2013,3646,30.3,24.6,36.5,29.4,23.4,36
Ohio,Henry County,2013,6045,29.2,23.7,35.4,28.6,22.8,34.9
Ohio,Highland County,2013,10169,32.1,26.2,38.2,31.6,25.6,38.1
Ohio,Hocking County,2013,7979,37.5,32.2,42.9,37,31.4,42.8
Ohio,Holmes County,2013,8667,31.2,24.3,38.4,31,23.9,38.4
Ohio,Huron County,2013,14206,33.3,27.7,38.7,32.8,26.9,38.6
Ohio,Jackson County,2013,9050,37.4,32,43.3,37,31.5,43
Ohio,Jefferson County,2013,19278,36.6,32.6,40.9,36.3,31.8,41
Ohio,Knox County,2013,12261,27.6,22.9,32.7,27.2,22.2,32.8
Ohio,Lake County,2013,46928,26.7,22.7,31.1,25.9,21.8,30.5
Ohio,Lawrence County,2013,18078,38.8,34.7,42.8,38.9,34.6,43.1
Ohio,Licking County,2013,38771,31.4,27.5,35.1,30.8,27,34.5
Ohio,Logan County,2013,11471,34.3,27.8,41,34,27.1,41.1
Ohio,Lorain County,2013,65636,29.2,26.2,32.2,28.4,25.3,31.5
Ohio,Lucas County,2013,110353,34.2,31.7,36.9,33.8,31.3,36.6
Ohio,Madison County,2013,9738,29.6,23.9,36.6,29,23.3,36.1
Ohio,Mahoning County,2013,56406,31.3,28.1,34.4,30.9,27.6,34.1
Ohio,Marion County,2013,18108,35.8,30.8,41,35.4,30.2,40.9
Ohio,Medina County,2013,37522,29.1,24.3,33.9,28.4,23.5,33.5
Ohio,Meigs County,2013,6108,34.3,29.2,39.7,33.7,28.4,39.2
Ohio,Mercer County,2013,8174,27.9,23.6,32.5,27.3,22.6,32.2
Ohio,Miami County,2013,26290,34.1,28.6,39.5,33.7,28,39.5
Ohio,Monroe County,2013,4141,36.8,30.9,42.7,36.8,30.5,43.2
Ohio,Montgomery County,2013,133387,33.3,31.1,35.7,33,30.6,35.5
Ohio,Morgan County,2013,4137,36.7,30.3,42.9,36.6,30,43.4
Ohio,Morrow County,2013,9452,36.9,30.6,43.3,36.4,29.8,43.1
Ohio,Muskingum County,2013,19832,31.2,27.5,35,30.5,26.7,34.6
Ohio,Noble County,2013,3882,33.5,27.4,39.8,32.6,25.9,39.7
Ohio,Ottawa County,2013,9825,30.6,25.1,36.6,29.6,23.9,36.2
Ohio,Paulding County,2013,4207,29.9,24.3,36,29.1,23.4,35.6
Ohio,Perry County,2013,9530,36.3,31.1,42,35.7,30.2,41.5
Ohio,Pickaway County,2013,14387,34,28.2,40.2,33.6,27.6,39.9
Ohio,Pike County,2013,7488,35.8,29.8,42.3,35.5,29.2,42.3
Ohio,Portage County,2013,35420,29,24.7,33.6,28.5,24.2,33.3
Ohio,Preble County,2013,9090,29.3,22.9,36.7,28.6,21.7,36.5
Ohio,Putnam County,2013,8640,35.2,30.3,40.7,34.7,29.5,40.3
Ohio,Richland County,2013,30416,32.8,28.7,37.1,32.6,28.2,37.2
Ohio,Ross County,2013,19757,33.7,28.8,38.7,33.1,28.1,38.3
Ohio,Sandusky County,2013,14982,33.5,28.4,38.6,33,27.5,38.4
Ohio,Scioto County,2013,21765,37,32,42.1,36.9,31.6,42.1
Ohio,Seneca County,2013,14443,35.1,29.9,40.2,34.8,29.3,40.3
Ohio,Shelby County,2013,11110,31.8,25.7,38.5,31.2,25,38.1
Ohio,Stark County,2013,86662,30.7,27.9,33.7,30.2,27.2,33.4
Ohio,Summit County,2013,126193,30.8,28.4,33.1,30.3,27.6,32.8
Ohio,Trumbull County,2013,51625,32.6,28.3,37.1,32.2,27.7,37.1
Ohio,Tuscarawas County,2013,24252,35,31.3,38.9,34.7,30.8,39.1
Ohio,Union County,2013,13081,34.2,28.5,40.4,33.8,28,40
Ohio,Van Wert County,2013,7991,37.9,31.6,44.3,37.5,30.5,44.2
Ohio,Vinton County,2013,3325,33.6,27.2,40,33,26.4,40
Ohio,Warren County,2013,47006,29.9,26.4,33.8,29.3,25.7,33.2
Ohio,Washington County,2013,16425,34.8,30.9,38.6,34.4,30.3,38.6
Ohio,Wayne County,2013,25211,30.3,25.1,35.5,29.8,24.3,35.4
Ohio,Williams County,2013,10024,35.9,30.8,41.4,35.6,30.1,41.5
Ohio,Wood County,2013,29434,30.9,27.1,34.7,30.6,26.8,34.5
Ohio,Wyandot County,2013,5980,35.8,29.4,42.6,35.6,28.7,42.7
Oklahoma,Adair County,2013,6063,38.6,32.3,45.7,38.6,32,45.8
Oklahoma,Alfalfa County,2013,1650,36,28.9,43.8,35.8,28.3,44.4
Oklahoma,Atoka County,2013,3547,34.3,28.2,41.1,34.3,27.9,41.6
Oklahoma,Beaver County,2013,1556,38.9,31.9,46,38.9,31.5,46.5
Oklahoma,Beckham County,2013,6076,35.5,29.4,42.2,35.3,29.2,42.1
Oklahoma,Blaine County,2013,2702,38.4,31.9,45.2,38.6,31.4,46
Oklahoma,Bryan County,2013,10587,32.5,27.9,37.2,32.7,28,37.5
Oklahoma,Caddo County,2013,7898,37,31.8,42.6,37,31.5,42.8
Oklahoma,Canadian County,2013,31426,35,32.2,37.9,34.8,31.9,37.8
Oklahoma,Carter County,2013,11382,32.3,28,37,32.4,27.9,37.2
Oklahoma,Cherokee County,2013,12368,35.5,30.2,41.3,35.6,30.2,41.6
Oklahoma,Choctaw County,2013,4023,36.2,30.1,42.9,36.4,29.9,43.5
Oklahoma,Cimarron County,2013,568,32.8,25.9,41,33.1,25.4,42.1
Oklahoma,Cleveland County,2013,60011,30.1,27.6,32.7,30,27.5,32.6
Oklahoma,Coal County,2013,1511,35.6,28.6,43.6,35.9,28.4,44.5
Oklahoma,Comanche County,2013,31344,34.8,31.4,38.5,34.7,31.3,38.3
Oklahoma,Cotton County,2013,1650,36.2,29.3,43.3,36.3,29,43.9
Oklahoma,Craig County,2013,3039,27.4,21.7,33.7,27,21.1,33.7
Oklahoma,Creek County,2013,19124,36.8,32.2,41.4,36.6,31.8,41.5
Oklahoma,Custer County,2013,6504,30.9,25.8,36.1,31.1,25.9,36.2
Oklahoma,Delaware County,2013,10576,33.4,28.6,38.5,33.9,28.2,39.6
Oklahoma,Dewey County,2013,1239,35.5,28.7,42.8,35.8,28.4,43.7
Oklahoma,Ellis County,2013,950,31,23.9,38.5,31,23.6,39.2
Oklahoma,Garfield County,2013,16572,36.7,32.9,40.9,36.7,32.6,41.1
Oklahoma,Garvin County,2013,6770,33.8,27.9,39.6,33.9,27.7,40.1
Oklahoma,Grady County,2013,13615,34.8,30.1,39.3,34.6,29.7,39.4
Oklahoma,Grant County,2013,1227,36.4,29.4,44.2,36.6,29,45.2
Oklahoma,Greer County,2013,1580,32.7,25.5,40.4,33,25.6,40.8
Oklahoma,Harmon County,2013,770,36.8,29.3,44.9,37.1,28.9,45.7
Oklahoma,Harper County,2013,971,35,27.7,44.1,35.1,27.4,44.7
Oklahoma,Haskell County,2013,3662,38.5,32.1,45.3,38.9,32.1,46
Oklahoma,Hughes County,2013,3391,32.3,26.3,38.9,32.4,26,39.4
Oklahoma,Jackson County,2013,6388,34.1,27.7,40.4,34,27.6,40.4
Oklahoma,Jefferson County,2013,1702,36,29.1,43.8,36.1,28.7,44.6
Oklahoma,Johnston County,2013,3165,39.2,33.1,46.5,39.5,33,47.1
Oklahoma,Kay County,2013,9788,29.7,25,34.8,29.7,24.7,35.1
Oklahoma,Kingfisher County,2013,3484,32.1,26.6,38,31.8,26.1,38.1
Oklahoma,Kiowa County,2013,2131,30.8,24.4,38.1,30.7,23.9,38.4
Oklahoma,Latimer County,2013,2597,32.6,26.4,38.9,32.8,26.3,39.5
Oklahoma,Le Flore County,2013,14316,39.1,34.4,43.9,39.2,34.2,44.3
Oklahoma,Lincoln County,2013,9731,38.8,32.9,44.6,38.8,32.5,45
Oklahoma,Logan County,2013,10015,31.4,26.7,36.2,31,26.2,35.9
Oklahoma,Love County,2013,2362,33.5,27.1,40.3,33.4,26.6,40.6
Oklahoma,McClain County,2013,8224,31.5,27,36.6,31.3,26.5,36.5
Oklahoma,McCurtain County,2013,8410,35.3,30.4,40.4,35.3,30,40.7
Oklahoma,McIntosh County,2013,6037,37.9,32.2,43.4,38.8,32.2,45.3
Oklahoma,Major County,2013,1776,31.6,25.9,38.2,31.5,25.4,38.8
Oklahoma,Marshall County,2013,4272,36.1,30,42.4,36.4,29.7,43.3
Oklahoma,Mayes County,2013,10367,34.7,29.9,39.5,34.8,29.7,39.7
Oklahoma,Murray County,2013,4033,39.7,33.6,46.2,40.1,33.8,47.1
Oklahoma,Muskogee County,2013,19115,37.4,32.6,42.3,37.5,32.5,42.6
Oklahoma,Noble County,2013,2760,32.8,26.4,39.6,32.7,25.8,39.9
Oklahoma,Nowata County,2013,2845,36.4,29.6,43.7,36.5,29.3,44.5
Oklahoma,Okfuskee County,2013,2820,31,24.7,38.1,30.8,24.2,38.3
Oklahoma,Oklahoma County,2013,169976,31.2,29.6,32.9,31,29.5,32.8
Oklahoma,Okmulgee County,2013,10950,38,32.4,43.7,38.1,32.3,44.1
Oklahoma,Osage County,2013,12362,34.5,29.5,39.7,34.3,29,40
Oklahoma,Ottawa County,2013,8609,37.1,31.2,43,37.4,31.1,43.6
Oklahoma,Pawnee County,2013,4118,33.9,27.3,40.5,33.7,26.7,40.7
Oklahoma,Payne County,2013,16990,28.9,24.8,33.2,29.3,25.4,33.5
Oklahoma,Pittsburg County,2013,10952,32.4,27.9,36.7,32.3,27.6,37
Oklahoma,Pontotoc County,2013,9907,35.6,30.8,40.4,35.9,30.8,40.8
Oklahoma,Pottawatomie County,2013,17696,34.2,30.4,38.1,34.1,30.2,38.2
Oklahoma,Pushmataha County,2013,2589,30.3,24.3,36.3,30.1,23.8,36.5
Oklahoma,Roger Mills County,2013,893,32.8,25.8,40.2,32.8,25.5,40.9
Oklahoma,Rogers County,2013,21140,32.7,28.9,37.1,32.5,28.5,37.1
Oklahoma,Seminole County,2013,6667,36.4,30.9,42.2,36.6,30.7,42.8
Oklahoma,Sequoyah County,2013,9822,32.5,27.5,37.8,32.3,27.1,38
Oklahoma,Stephens County,2013,11279,34,29.6,38.5,33.9,29.4,38.7
Oklahoma,Texas County,2013,4991,32.7,27.3,38.7,32.5,27.2,38.5
Oklahoma,Tillman County,2013,1878,33.4,26.7,40.7,33.4,26.2,41.2
Oklahoma,Tulsa County,2013,132758,29.6,28,31.1,29.4,27.8,31
Oklahoma,Wagoner County,2013,18280,33.5,29.3,37.8,33.2,28.8,37.7
Oklahoma,Washington County,2013,12690,33.2,29,37.9,33.3,28.6,38.4
Oklahoma,Washita County,2013,3420,40.6,33.5,47.1,40.9,33.3,47.9
Oklahoma,Woods County,2013,2286,33.4,26.8,40.3,33.8,27,41
Oklahoma,Woodward County,2013,5944,38.6,32.8,44.8,38.6,32.6,44.9
Oregon,Baker County,2013,3399,26.9,21.2,33.2,26.4,20.1,33.2
Oregon,Benton County,2013,14351,21.6,18.5,25.6,21.6,18.5,25.6
Oregon,Clackamas County,2013,73845,25.3,23,27.5,24.8,22.4,27.2
Oregon,Clatsop County,2013,8909,30.7,25.7,36,30.6,25.2,36.2
Oregon,Columbia County,2013,12489,33.8,28.7,39.2,33.8,28.3,39.7
Oregon,Coos County,2013,15103,30.4,26,35,30.3,25.3,35.6
Oregon,Crook County,2013,4178,25.7,20.2,31.7,25.3,19.3,31.9
Oregon,Curry County,2013,5514,29.9,24.1,36.5,29.9,23.2,36.9
Oregon,Deschutes County,2013,30436,24.1,20.9,27.5,23.7,20.4,27.3
Oregon,Douglas County,2013,25940,31,27,34.8,31,26.5,35.7
Oregon,Gilliam County,2013,416,27.2,20.2,34.8,26.6,19.2,35.2
Oregon,Grant County,2013,1716,29.6,23.4,36.5,29.3,22.5,37
Oregon,Harney County,2013,1744,31.7,24.6,39.7,31.8,24.3,40.3
Oregon,Hood River County,2013,4364,26.5,21.2,32.8,26.2,20.7,32.8
Oregon,Jackson County,2013,40700,25.6,22.8,28.5,25.3,22.2,28.3
Oregon,Jefferson County,2013,5204,32.5,25.9,39.5,32.3,25.5,39.9
Oregon,Josephine County,2013,17688,27.1,23.3,31.1,26.8,22.4,31.6
Oregon,Klamath County,2013,14920,29.9,25.2,34.9,29.7,24.6,35.1
Oregon,Lake County,2013,1749,28,21.7,34.8,27.6,21,34.8
Oregon,Lane County,2013,75473,27.4,25,29.8,27.2,24.7,29.8
Oregon,Lincoln County,2013,10679,28.5,23.7,33.2,28,22.8,33.2
Oregon,Linn County,2013,29623,33.6,29.6,37.8,33.6,29.3,38
Oregon,Malheur County,2013,6303,28.5,22.9,34.8,28.4,22.6,34.9
Oregon,Marion County,2013,78581,34.1,31,37.3,34,30.7,37.4
Oregon,Morrow County,2013,2419,30.9,23.7,39.3,30.6,23.1,39.1
Oregon,Multnomah County,2013,127429,21.3,19.8,23.1,21.3,19.8,23
Oregon,Polk County,2013,19241,34.5,29.6,39.5,34.7,29.6,39.9
Oregon,Sherman County,2013,369,27.1,20.4,34.9,26.7,19.4,35
Oregon,Tillamook County,2013,5744,28.8,23.4,35.4,28.3,22.3,35.6
Oregon,Umatilla County,2013,17506,31.8,27.1,37,31.7,26.9,37.1
Oregon,Union County,2013,5200,27.3,21.9,32.7,27.2,21.6,33
Oregon,Wallowa County,2013,1324,24.3,18.6,30.9,23.7,17.4,31
Oregon,Wasco County,2013,4900,25.5,20.1,31.4,25.1,19.6,31.4
Oregon,Washington County,2013,97705,24,22,26.1,23.9,21.9,26
Oregon,Wheeler County,2013,306,27.2,20.9,34.3,27,20.3,35.1
Oregon,Yamhill County,2013,20394,27.8,23.6,32.5,27.5,23.1,32.5
Pennsylvania,Adams County,2013,24175,31.4,26.7,36.2,31.1,26.1,36.4
Pennsylvania,Allegheny County,2013,256846,26.7,25.3,28.1,26.1,24.7,27.6
